Query	RS_Number	R2	GWAS_Trait	P_value	PMID
rs10155746	rs2764208	0.943367431586326	Systemic lupus erythematosus	7e-06	24871463
rs10155746	rs2814949	0.934440238758833	Essential hypertension (time to event)	9e-09	32589924
rs10155746	rs9469899	0.932097064065512	Prostate cancer (advanced)	2e-06	29892016
rs10155746	rs9469899	0.932097064065512	Prostate cancer	5e-09	29892016
rs10155746	rs9469899	0.932097064065512	Prostate cancer	8e-11	33398198
rs10155746	rs9469899	0.932097064065512	Hand grip strength	3e-15	29691431
rs10155746	rs9469899	0.932097064065512	Phospholipids to total lipids ratio in large VLDL	4e-09	35213538
rs10155746	rs9469899	0.932097064065512	Graves' disease	4e-10	34594039
rs10155746	rs9469899	0.932097064065512	Coronary artery disease	1e-11	36474045
rs10155746	rs9469899	0.932097064065512	Predicted visceral adipose tissue	2e-20	31501611
rs10155746	rs9469899	0.932097064065512	Medication use (thyroid preparations)	2e-09	31015401
rs10155746	rs9469899	0.932097064065512	Medication use (thyroid preparations)	3e-10	34594039
rs10155746	rs2744944	0.925116506190188	Hypothyroidism	3e-10	34594039
rs10155746	rs2744944	0.925116506190188	High density lipoprotein cholesterol levels	3e-86	34887591
rs10155746	rs2744944	0.925116506190188	Multi-trait sex score	7e-22	37277458
rs10155746	rs2263329	0.905904652793002	HDL cholesterol	6e-35	34594039
rs10155746	rs2263329	0.905904652793002	HDL cholesterol levels	8e-43	32203549
rs10155746	rs2263329	0.905904652793002	High density lipoprotein cholesterol levels	2e-52	34887591
rs10155746	rs9296128	0.898487501657524	Hip circumference adjusted for BMI	4e-13	34021172
rs10155746	rs111868030	0.883246673003766	Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile)	4e-08	35589863
rs10155746	rs9368830	0.858889728052394	HDL cholesterol	4e-21	30275531
rs10155746	rs9368828	0.829580586381156	Body mass index	1e-34	34594039
rs10155746	rs6912327	0.821799118277441	Fasting insulin	5e-06	33402679
rs10155746	rs6912327	0.821799118277441	Triglycerides to total lipids ratio in large VLDL	8e-09	35213538
rs10155746	rs112283401	0.797632475374964	Red cell distribution width	4e-27	30595370
rs10155746	rs2744973	0.776764350925639	Phospholipids to total lipids ratio in large LDL	8e-09	35213538
rs10155746	rs2744973	0.776764350925639	Phospholipids to total lipids ratio in medium HDL	5e-11	35213538
rs10155746	rs2744973	0.776764350925639	Free cholesterol to total lipids ratio in medium HDL	6e-15	35213538
rs10155746	rs2744973	0.776764350925639	Multi-trait sex score	6e-20	37277458
rs10155746	rs6940215	0.629052143064024	Insomnia	2e-10	35835914
rs10155746	rs6940215	0.629052143064024	Insomnia	1e-13	35835914
rs10155746	rs6940215	0.629052143064024	Hip circumference adjusted for BMI	8e-10	34021172
rs10155746	rs6940215	0.629052143064024	Multi-trait sex score	2e-23	37277458
rs10155746	rs6940215	0.629052143064024	Multi-trait sex score	4e-23	37277458
rs10155746	rs6457796	0.620160002772668	Insomnia	1e-08	30804565
rs10155746	rs6457796	0.620160002772668	Plateletcrit	9e-11	32888494
rs10155746	rs6457796	0.620160002772668	Systemic lupus erythematosus	3e-22	33272962
rs10155746	rs6457796	0.620160002772668	Body mass index	5e-13	30108127
rs10155746	rs6457796	0.620160002772668	Body mass index	1e-14	26426971
rs10155746	rs6457796	0.620160002772668	Educational attainment	5e-19	35361970
rs10155746	rs9689160	0.602238532153143	Lung function (forced vital capacity)	3e-14	36914875
rs10169662	rs12617371	0.927768587652167	Immature fraction of reticulocytes	8e-18	32888494
rs10169662	rs777587	0.906727434265082	Proteoglycan 3 levels	6e-29	34648354
rs10169662	rs777587	0.906727434265082	Pappalysin-1 levels	1e-25	34648354
rs10169662	rs2463097	0.886208150041541	White blood cell count	3e-26	30595370
rs10169662	rs10199672	0.873013832309699	Height	6e-12	34594039
rs10169662	rs10199672	0.873013832309699	Height	2e-12	31562340
rs10169662	rs2593620	0.867916455389481	Serum levels of protein PRG3	5e-14	35078996
rs10169662	rs2421200	0.845725496995561	Neutrophil count	1e-26	32888493
rs10169662	rs2421200	0.845725496995561	Neutrophil count	1e-25	32888493
rs10169662	rs11685226	0.797886318621621	Neuroticism conditioned on cognitive performance (multi-trait conditioning and joint analysis)	2e-08	33349686
rs10169662	rs11685226	0.797886318621621	Neuroticism conditioned on highest math class (multi-trait conditioning and joint analysis)	4e-08	33349686
rs10169662	rs1177308	0.789396693288283	Neuroticism conditioned on average household income before tax (multi-trait conditioning and joint analysis)	1e-08	33349686
rs10169662	rs1177308	0.789396693288283	Neuroticism conditioned on educational attainment (multi-trait conditioning and joint analysis)	1e-08	33349686
rs10169662	rs7558954	0.785642134365076	Neuroticism conditioned on Townsend deprivation index (multi-trait conditioning and joint analysis)	4e-08	33349686
rs10169662	rs10169482	0.771936516750139	C-reactive protein levels	4e-09	33462484
rs10169662	rs2950269	0.73131160696503	Eosinophil side fluorescence	3e-18	37596262
rs10169662	rs12616433	0.724628854423223	Eosinophil forward scatter	4e-13	37596262
rs10169662	rs12616433	0.724628854423223	Eosinophil side scatter	2e-18	37596262
rs10176712	rs4602255	0.714055369975712	Breast cancer	2e-09	32424353
rs10184314	rs6723298	0.683598235513149	Smoking initiation	2e-12	36477530
rs10184314	rs2194492	0.662110225047124	Educational attainment	9e-09	35361970
rs10184314	rs13020443	0.653611154462777	Type 2 diabetes	3e-11	32541925
rs10207408	rs6723298	0.680581352924382	Smoking initiation	2e-12	36477530
rs10207408	rs2194492	0.660437398912968	Educational attainment	9e-09	35361970
rs10207408	rs13020443	0.650600188391662	Type 2 diabetes	3e-11	32541925
rs1021282	rs7545078	0.631370562224004	Smoking initiation	2e-09	36477530
rs10223902	rs13232536	0.813130103547723	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10223902	rs4355658	0.756636531731059	Height	3e-13	36224396
rs10223902	rs12539962	0.752825951204815	Colorectal cancer	3e-08	36539618
rs10225983	rs4304220	0.86512188941046	Height	2e-14	36224396
rs10225983	rs4355658	0.816950225861042	Height	3e-13	36224396
rs10225983	rs13232536	0.613426149347321	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10225983	rs12539962	0.600428418698391	Colorectal cancer	3e-08	36539618
rs10234724	rs4304220	0.800562800710204	Height	2e-14	36224396
rs10234724	rs4355658	0.75054337367693	Height	3e-13	36224396
rs10234724	rs13232536	0.614303762628834	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10236342	rs12539962	0.873098954518342	Colorectal cancer	3e-08	36539618
rs10236342	rs13232536	0.698702434329049	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10236342	rs7806956	0.661910188807342	Esophageal squamous cell carcinoma	3e-07	37673066
rs10236342	rs4355658	0.652579817767507	Height	3e-13	36224396
rs10252756	rs4304220	0.781825664000285	Height	2e-14	36224396
rs10252756	rs4355658	0.752922453297189	Height	3e-13	36224396
rs10252756	rs12539962	0.619170157766953	Colorectal cancer	3e-08	36539618
rs10263665	rs12701798	0.751118823587448	Medication use (calcium channel blockers)	1e-08	34594039
rs10263665	rs7811577	0.722398197972242	Medication use (calcium channel blockers)	2e-09	34594039
rs10263665	rs2960826	0.632562789342949	Mean corpuscular hemoglobin	4e-08	34594039
rs10263665	rs2960826	0.632562789342949	Mean corpuscular volume	4e-12	34594039
rs10263665	rs1104888	0.613051947309518	Mean corpuscular volume	2e-17	32888493
rs10263665	rs1104888	0.613051947309518	Mean corpuscular hemoglobin	4e-12	30595370
rs10271009	rs4304220	0.794826548361593	Height	2e-14	36224396
rs10271009	rs4355658	0.744795805940287	Height	3e-13	36224396
rs10271009	rs13232536	0.609256170194389	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10276377	rs4304220	0.86512188941046	Height	2e-14	36224396
rs10276377	rs4355658	0.816950225861042	Height	3e-13	36224396
rs10276377	rs13232536	0.613426149347321	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10276377	rs12539962	0.600428418698391	Colorectal cancer	3e-08	36539618
rs10282443	rs4304220	0.866545648270098	Height	2e-14	36224396
rs10282443	rs4355658	0.816997126874272	Height	3e-13	36224396
rs10282443	rs13232536	0.614657395717792	N-acetyl-cadaverine levels in elite athletes	1e-06	31882771
rs10282443	rs12539962	0.601759792635005	Colorectal cancer	3e-08	36539618
rs1030831	rs337277	0.922929386480613	Metabolite peak levels (QI10992)	3e-52	35995766
rs1030831	rs337277	0.922929386480613	Metabolite peak levels (QI4667)	7e-18	35995766
rs1030831	rs337277	0.922929386480613	Metabolite peak levels (QI4708)	1e-21	35995766
rs1030831	rs337277	0.922929386480613	Metabolite peak levels (QI5169)	7e-57	35995766
rs1030831	rs7655841	0.740426658729122	Chronic obstructive pulmonary disease (moderate to severe)	7e-07	24621683
rs1037147	rs337277	0.928245698738428	Metabolite peak levels (QI10992)	3e-52	35995766
rs1037147	rs337277	0.928245698738428	Metabolite peak levels (QI4667)	7e-18	35995766
rs1037147	rs337277	0.928245698738428	Metabolite peak levels (QI4708)	1e-21	35995766
rs1037147	rs337277	0.928245698738428	Metabolite peak levels (QI5169)	7e-57	35995766
rs1037147	rs7655841	0.736955197068572	Chronic obstructive pulmonary disease (moderate to severe)	7e-07	24621683
rs10408535	rs1138888	0.753634651272917	Pregnancy-specific beta-1-glycoprotein 3 level in Chronic kidney disease with hypertension and no diabetes (6444_15)	6e-18	35870639
rs10408535	rs1138888	0.753634651272917	Pregnancy-specific beta-1-glycoprotein 4 levels (PSG4.5649.83.3)	5e-163	29875488
rs10408535	rs4802157	0.734032440262898	Pregnancy-specific beta-1-glycoprotein 4 level in Chronic kidney disease with hypertension and no diabetes (5649_83)	8e-14	35870639
rs10408535	rs2355433	0.6180509248216	Pregnancy-specific beta-1-glycoprotein 3 levels (PSG3.6444.15.3)	2e-163	29875488
rs10408535	rs2355433	0.6180509248216	Pregnancy-specific beta-1-glycoprotein 3 levels	0	34648354
rs10408535	rs2355433	0.6180509248216	Pregnancy-specific beta-1-glycoprotein 5 levels	1e-97	34648354
rs10411926	rs3848597	0.938393868898731	Prostate cancer	3e-06	34981446
rs10430949	rs1467510	0.863241656370862	Platelet distribution width	1e-14	32888494
rs10430949	rs12276109	0.768271882653643	Severe COVID-19 infection	6e-08	36662838
rs10434708	rs1974871	0.916669349652752	Granulysin levels	5e-13	34648354
rs10434708	rs4869314	0.904823271627218	Arthritis (juvenile idiopathic)	3e-09	33106285
rs10434708	rs4869314	0.904823271627218	Neutrophil count	1e-10	34594039
rs10434708	rs4869314	0.904823271627218	White blood cell count	2e-07	30595370
rs10434708	rs2549782	0.85010077253848	Systolic blood pressure	6e-07	33230300
rs10434708	rs2549782	0.85010077253848	Diastolic blood pressure	1e-14	33230300
rs10434708	rs2549782	0.85010077253848	Diastolic blood pressure	3e-11	33230300
rs10434708	rs2549782	0.85010077253848	Systolic blood pressure	5e-09	33230300
rs10434708	rs2549797	0.85008721562494	Systolic blood pressure	7e-07	33230300
rs10434708	rs2549797	0.85008721562494	Diastolic blood pressure	1e-14	33230300
rs10434708	rs2549797	0.85008721562494	Diastolic blood pressure	3e-11	33230300
rs10434708	rs2549797	0.85008721562494	Systolic blood pressure	4e-09	33230300
rs10434708	rs1056893	0.847874009087815	Systolic blood pressure	1e-06	33230300
rs10434708	rs1056893	0.847874009087815	Diastolic blood pressure	7e-15	33230300
rs10434708	rs1056893	0.847874009087815	Diastolic blood pressure	2e-11	33230300
rs10434708	rs1056893	0.847874009087815	Systolic blood pressure	7e-09	33230300
rs10434708	rs4869313	0.829026994780015	Pediatric autoimmune diseases	9e-08	26301688
rs10434708	rs1559359	0.821332617036965	Diastolic blood pressure	7e-10	34594039
rs10434708	rs2910686	0.803215586138696	Neutrophil count	4e-14	32888493
rs10434708	rs2910686	0.803215586138696	Psoriasis	2e-08	23143594
rs10434708	rs2910686	0.803215586138696	Ankylosing spondylitis	5e-17	23749187
rs10434708	rs2910686	0.803215586138696	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	2e-21	26974007
rs10434708	rs2927608	0.801880093657109	Endoplasmic reticulum aminopeptidase 2 level in Chronic kidney disease with hypertension and no diabetes (8960_3)	7e-161	35870639
rs10434708	rs2927608	0.801880093657109	Endoplasmic reticulum aminopeptidase 2 levels (ERAP2.8960.3.3)	0	29875488
rs10434708	rs2927608	0.801880093657109	Endoplasmic reticulum aminopeptidase 2 levels	0	34648354
rs10434708	rs1019503	0.728940392110976	Systolic blood pressure	2e-06	33230300
rs10434708	rs1019503	0.728940392110976	Diastolic blood pressure	2e-14	33230300
rs10434708	rs1019503	0.728940392110976	Diastolic blood pressure	4e-11	33230300
rs10434708	rs1019503	0.728940392110976	Systolic blood pressure	1e-08	33230300
rs10434708	rs3096168	0.723409651088165	Aspartate aminotransferase levels	8e-12	33547301
rs10434708	rs1423357	0.704924641235886	General cognitive ability	9e-06	29844566
rs10434708	rs2432142	0.691024795840694	Neutrophil count	2e-14	32888493
rs10434708	rs2432142	0.691024795840694	White blood cell count	1e-11	32888493
rs10434708	rs38033	0.685525237258851	Blood protein levels	0	30072576
rs10434708	rs27293	0.67549231404753	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	7e-09	23603761
rs10434708	rs27293	0.67549231404753	Diastolic blood pressure	3e-11	35762941
rs10434708	rs7705093	0.666760272686482	Birdshot chorioretinopathy	2e-09	24957906
rs10434709	rs1974871	0.917411194226669	Granulysin levels	5e-13	34648354
rs10434709	rs4869314	0.904083249088078	Arthritis (juvenile idiopathic)	3e-09	33106285
rs10434709	rs4869314	0.904083249088078	Neutrophil count	1e-10	34594039
rs10434709	rs4869314	0.904083249088078	White blood cell count	2e-07	30595370
rs10434709	rs2549782	0.849350553468495	Systolic blood pressure	6e-07	33230300
rs10434709	rs2549782	0.849350553468495	Diastolic blood pressure	1e-14	33230300
rs10434709	rs2549782	0.849350553468495	Diastolic blood pressure	3e-11	33230300
rs10434709	rs2549782	0.849350553468495	Systolic blood pressure	5e-09	33230300
rs10434709	rs2549797	0.849336335969296	Systolic blood pressure	7e-07	33230300
rs10434709	rs2549797	0.849336335969296	Diastolic blood pressure	1e-14	33230300
rs10434709	rs2549797	0.849336335969296	Diastolic blood pressure	3e-11	33230300
rs10434709	rs2549797	0.849336335969296	Systolic blood pressure	4e-09	33230300
rs10434709	rs1056893	0.847125009318234	Systolic blood pressure	1e-06	33230300
rs10434709	rs1056893	0.847125009318234	Diastolic blood pressure	7e-15	33230300
rs10434709	rs1056893	0.847125009318234	Diastolic blood pressure	2e-11	33230300
rs10434709	rs1056893	0.847125009318234	Systolic blood pressure	7e-09	33230300
rs10434709	rs4869313	0.828204193776253	Pediatric autoimmune diseases	9e-08	26301688
rs10434709	rs1559359	0.822029787505849	Diastolic blood pressure	7e-10	34594039
rs10434709	rs2910686	0.802434624025319	Neutrophil count	4e-14	32888493
rs10434709	rs2910686	0.802434624025319	Psoriasis	2e-08	23143594
rs10434709	rs2910686	0.802434624025319	Ankylosing spondylitis	5e-17	23749187
rs10434709	rs2910686	0.802434624025319	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)	2e-21	26974007
rs10434709	rs2927608	0.801098325977439	Endoplasmic reticulum aminopeptidase 2 level in Chronic kidney disease with hypertension and no diabetes (8960_3)	7e-161	35870639
rs10434709	rs2927608	0.801098325977439	Endoplasmic reticulum aminopeptidase 2 levels (ERAP2.8960.3.3)	0	29875488
rs10434709	rs2927608	0.801098325977439	Endoplasmic reticulum aminopeptidase 2 levels	0	34648354
rs10434709	rs1019503	0.728311499553418	Systolic blood pressure	2e-06	33230300
rs10434709	rs1019503	0.728311499553418	Diastolic blood pressure	2e-14	33230300
rs10434709	rs1019503	0.728311499553418	Diastolic blood pressure	4e-11	33230300
rs10434709	rs1019503	0.728311499553418	Systolic blood pressure	1e-08	33230300
rs10434709	rs3096168	0.722779873820606	Aspartate aminotransferase levels	8e-12	33547301
rs10434709	rs1423357	0.704136975909934	General cognitive ability	9e-06	29844566
rs10434709	rs2432142	0.690245044619686	Neutrophil count	2e-14	32888493
rs10434709	rs2432142	0.690245044619686	White blood cell count	1e-11	32888493
rs10434709	rs38033	0.684757433951945	Blood protein levels	0	30072576
rs10434709	rs27293	0.67472868610218	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	7e-09	23603761
rs10434709	rs27293	0.67472868610218	Diastolic blood pressure	3e-11	35762941
rs10434709	rs7705093	0.66601105887613	Birdshot chorioretinopathy	2e-09	24957906
rs1044158	rs58588820	0.886563365759467	Total cholesterol levels	1e-09	34887591
rs1044158	rs58588820	0.886563365759467	Total cholesterol levels	8e-11	34887591
rs1044158	rs6547629	0.797132405616496	Height	3e-09	36224396
rs10452626	rs55763431	1	Low-density lipoprotein receptor-related protein 11 level in Chronic kidney disease with hypertension and no diabetes (6713_4)	8e-28	35870639
rs10452626	rs9689694	0.998201794182664	Right hippocampal volume (head)	6e-11	37337106
rs10452626	rs9689694	0.998201794182664	Hippocampal subfield left CA1 volume (head)	2e-10	37337106
rs10452626	rs9689694	0.998201794182664	Hippocampal subfield right CA1 volume (head)	7e-12	37337106
rs10452626	rs9689694	0.998201794182664	Left hippocampal volume (head)	6e-12	37337106
rs10452626	rs2095375	0.995506640298119	Serum metabolite levels	1e-20	33031748
